src_non_pref_nr,delta_hot,cpu_idle,cpu_not_idle,cpu_newly_idle,same_node,prefer_src,prefer_dst,src_len,src_load,dst_load,dst_len,delta_faults,extra_fails,buddy_hot,can_migrate
1,1,0,0,1,0,1,0,195,0.0,0.0,0,-0.2,0,0,0
1,1,0,0,1,1,1,1,171,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,1,1,171,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,1,1,171,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,313,0.0,0.0,1,0.0,0,0,0
1,1,1,0,0,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,0,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,313,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,313,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,146,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,146,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,146,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,146,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,146,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,146,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,146,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,7,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,32,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,5,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,5,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,5,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,5,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,5,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,5,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,5,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,4,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,4,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,4,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,4,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,62,0.0,0,0,0
1,1,0,0,1,0,0,0,931,0.0,0.0,42,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,4,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,4,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,4,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,3,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,3,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,3,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,1,0,0,1,0,0,27,0.0,0.0,717,0.0,0,0,1
1,1,0,0,1,1,0,0,931,0.0,0.0,13,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,6,0.0,0,0,0
1,1,0,0,1,1,0,0,30,0.0,0.0,3,0.0,0,0,0
1,1,0,0,1,1,0,0,30,0.0,0.0,3,0.0,0,0,0
1,1,0,0,1,1,0,0,931,0.0,0.0,3,0.0,0,0,0
1,1,0,0,1,1,0,0,30,0.0,0.0,3,0.0,0,0,1
1,1,0,0,1,1,0,0,931,0.0,0.0,3,0.0,0,0,0
0,1,0,0,1,0,0,0,571,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,0,0.0,0.0,1,0.0,0,0,0
0,1,1,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,1,0,164,0.0,0.0,0,-0.2,0,0,0
1,1,0,0,1,1,0,0,270,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,270,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,270,0.0,0.0,5,0.0,0,0,0
1,1,0,0,1,0,0,0,942,0.0,0.0,142,0.0,0,0,0
1,1,1,0,0,1,0,0,1749,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,1893,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,1259,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,1259,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,1193,0.0,0.0,1,0.0,0,0,0
0,1,0,0,1,1,0,0,1193,0.0,0.0,1,0.0,0,0,0
0,1,1,0,0,1,0,0,940,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,1340,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,1419,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,1419,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,1241,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,1241,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,1234,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,1234,0.0,0.0,1,0.0,0,0,0
0,1,1,0,0,1,0,0,691,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,797,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,1201,0.0,0.0,2,0.0,0,0,0
1,1,0,0,1,1,0,0,1201,0.0,0.0,2,0.0,0,0,0
1,1,0,0,1,1,0,0,1296,0.0,0.0,2,0.0,0,0,0
1,1,0,0,1,1,0,0,1296,0.0,0.0,2,0.0,0,0,0
1,1,1,0,0,1,0,0,1271,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,1271,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,1271,0.0,0.0,1,0.0,0,0,0
0,1,0,0,1,1,0,0,852,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,852,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,852,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,998,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,1268,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,936,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,936,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,2019,0.0,0.0,2,0.0,0,0,0
0,1,1,0,0,1,0,0,1254,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,0,0,1254,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,1723,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,1291,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,1291,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,1291,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,1606,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,2606,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,1683,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,1683,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,1277,0.0,0.0,1,0.0,0,0,0
0,1,0,0,1,1,0,0,1414,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,1592,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,2011,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,2011,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,1577,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,1577,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,1577,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,1577,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,1,1,2182,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,1773,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,2051,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,1,1,1970,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,1970,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,1089,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,0,0,0,92,0.0,0.0,1,0.0,0,0,1
0,1,0,0,1,1,1,1,833,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,1,1,106,0.0,0.0,1,0.0,0,0,0
1,1,1,0,0,1,1,1,315,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,287,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,0,1,0,310,0.0,0.0,1,-1.0,0,0,0
0,1,0,0,1,0,1,0,310,0.0,0.0,1,-1.0,0,0,0
0,1,0,0,1,1,1,1,297,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,279,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,240,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,247,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,250,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,1,1,3,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,169,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,276,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,288,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,0,1,0,295,0.0,0.0,0,-0.8279569892473119,0,0,0
0,1,0,0,1,0,0,0,295,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,0,1,0,295,0.0,0.0,0,-0.8279569892473119,0,0,0
1,1,0,0,1,1,1,1,162,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,1,1,162,0.0,0.0,1,0.0,0,0,0
0,1,1,0,0,1,1,1,189,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,216,0.0,0.0,0,0.0,0,0,1
1,1,1,0,0,1,1,1,223,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,298,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,298,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,262,0.0,0.0,2,0.0,0,0,1
0,1,0,0,1,1,0,0,262,0.0,0.0,2,0.0,0,0,0
1,1,0,0,1,1,1,1,311,0.0,0.0,0,0.0,0,0,1
1,1,1,0,0,1,1,1,340,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,86,0.0,0.0,1,0.0,0,0,1
0,1,1,0,0,1,1,1,236,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,213,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,299,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,1,1,299,0.0,0.0,0,0.0,0,0,1
0,1,0,0,1,1,1,1,217,0.0,0.0,1,0.0,0,0,1
1,1,0,0,1,1,1,1,147,0.0,0.0,1,0.0,0,0,0
0,1,0,0,1,1,1,1,225,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,225,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,225,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,225,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,225,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,222,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,0,0,222,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,222,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,0,0,0,222,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,1,0,0,222,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,222,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,0,0,0,222,0.0,0.0,1,0.0,0,0,0
1,1,0,0,1,0,0,0,222,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,222,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,222,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,222,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,222,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,222,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,271,0.0,0.0,0,0.0,0,0,1
1,1,0,0,1,0,1,0,127,0.0,0.0,0,-0.2,0,0,0
0,1,1,0,0,1,1,1,235,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,235,0.0,0.0,0,0.0,0,0,1
1,1,1,0,0,1,1,1,313,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,341,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,281,0.0,0.0,0,0.0,0,0,1
1,1,0,0,1,1,1,1,306,0.0,0.0,0,0.0,0,0,1
1,1,0,0,1,1,1,1,259,0.0,0.0,0,0.0,0,0,1
1,1,0,0,1,1,0,0,259,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,1,1,264,0.0,0.0,0,0.0,0,0,1
1,1,0,0,1,1,0,0,264,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,281,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,325,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,304,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,286,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,266,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,253,0.0,0.0,1,0.0,0,0,1
1,1,0,0,1,1,1,1,2,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,217,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,0,0,217,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,134,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,217,0.0,0.0,0,0.0,0,0,1
1,1,1,0,0,1,1,1,294,0.0,0.0,102,0.0,0,0,0
0,1,1,0,0,1,1,1,274,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,0,1,0,273,0.0,0.0,0,-0.8113207547169812,0,0,0
0,1,1,0,0,1,1,1,280,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,273,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,298,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,270,0.0,0.0,1,0.0,0,0,1
0,1,0,0,1,1,0,0,270,0.0,0.0,1,0.0,0,0,0
0,1,1,0,0,1,1,1,239,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,242,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,297,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,262,0.0,0.0,0,0.0,0,0,1
1,1,0,0,1,1,1,1,123,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,0,0,-1,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,232,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,243,0.0,0.0,1,0.0,0,0,1
0,1,0,0,1,0,1,0,219,0.0,0.0,0,-0.8113207547169812,0,0,0
1,1,0,0,1,0,1,0,365,0.0,0.0,0,-0.8113207547169812,0,0,0
1,1,0,0,1,0,1,0,365,0.0,0.0,0,-0.8113207547169812,0,0,0
0,1,1,0,0,1,1,1,273,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,268,0.0,0.0,0,0.0,0,0,1
0,1,0,0,1,1,1,1,274,0.0,0.0,1,0.0,0,0,0
1,1,1,0,0,1,1,1,320,0.0,0.0,0,0.0,0,0,1
0,1,0,0,1,1,1,1,236,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,236,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,236,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,236,0.0,0.0,13,0.0,0,0,0
0,1,0,0,1,1,1,1,236,0.0,0.0,0,0.0,0,0,1
1,1,1,0,0,1,1,1,362,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,267,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,274,0.0,0.0,13,0.0,0,0,1
0,1,0,0,1,1,0,0,274,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,307,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,0,0,-1,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,1,0,257,0.0,0.0,0,-0.8113207547169812,0,0,0
1,1,1,0,0,1,1,1,251,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,235,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,263,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,0,0,90,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,245,0.0,0.0,0,0.0,0,0,1
0,1,0,0,1,1,1,1,248,0.0,0.0,0,0.0,0,0,1
0,1,0,0,1,1,1,1,278,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,278,0.0,0.0,1,0.0,0,0,1
0,1,1,0,0,1,1,1,231,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,251,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,294,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,279,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,0,1,0,306,0.0,0.0,0,-0.7049180327868853,0,0,0
0,1,1,0,0,1,1,1,288,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,311,0.0,0.0,0,0.0,0,0,1
0,1,0,0,1,1,1,1,240,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,214,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,0,1,0,214,0.0,0.0,1,-0.7049180327868853,0,0,0
0,1,0,0,1,1,1,1,292,0.0,0.0,1,0.0,0,0,1
0,1,1,0,0,1,1,1,237,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,0,1,0,294,0.0,0.0,0,-0.7049180327868853,0,0,0
1,1,0,0,1,1,1,1,310,0.0,0.0,2,0.0,0,0,1
1,1,0,0,1,1,1,1,2,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,267,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,1,0,264,0.0,0.0,0,-0.8333333333333334,0,0,0
0,1,0,0,1,1,1,1,262,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,240,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,281,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,324,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,325,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,277,0.0,0.0,0,0.0,0,0,1
1,1,1,0,0,1,1,1,279,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,247,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,284,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,1,0,315,0.0,0.0,0,-0.7049180327868853,0,0,0
0,1,1,0,0,1,1,1,299,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,1,1,331,0.0,0.0,88,0.0,0,0,0
1,1,0,0,1,1,1,1,331,0.0,0.0,88,0.0,0,0,0
0,1,0,0,1,0,1,0,242,0.0,0.0,0,-0.7049180327868853,0,0,0
0,1,0,0,1,0,1,0,242,0.0,0.0,0,-0.7049180327868853,0,0,0
0,1,0,0,1,0,1,0,242,0.0,0.0,0,-0.7049180327868853,0,0,0
0,1,1,0,0,1,1,1,229,0.0,0.0,78,0.0,0,0,1
0,1,0,0,1,0,1,0,180,0.0,0.0,0,-0.8333333333333334,0,0,0
0,1,1,0,0,1,1,1,231,0.0,0.0,30,0.0,0,0,0
0,1,0,0,1,1,1,1,272,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,289,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,268,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,1,1,1,334,0.0,0.0,1,0.0,0,0,1
1,1,0,0,1,0,1,0,304,0.0,0.0,0,-0.7049180327868853,0,0,0
0,1,1,0,0,1,1,1,294,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,0,0,-1,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,298,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,294,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,1,1,1,293,0.0,0.0,1,0.0,0,0,0
0,1,1,0,0,1,1,1,207,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,218,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,245,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,286,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,355,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,175,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,289,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,303,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,250,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,256,0.0,0.0,69,0.0,0,0,0
0,1,1,0,0,1,1,1,232,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,256,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,0,0,256,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,274,0.0,0.0,0,0.0,0,0,1
1,1,0,0,1,1,1,1,110,0.0,0.0,1,0.0,0,0,0
0,1,1,0,0,1,1,1,238,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,1,0,249,0.0,0.0,0,-0.7049180327868853,0,0,0
1,1,0,0,1,0,1,0,249,0.0,0.0,0,-0.7049180327868853,0,0,0
0,1,1,0,0,1,1,1,300,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,0,0,300,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,0,0,78,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,0,0,0,17,0.0,0.0,3,0.0,0,0,1
1,1,0,0,1,1,1,1,148,0.0,0.0,16,0.0,0,0,0
0,1,0,0,1,0,1,0,229,0.0,0.0,0,-0.7049180327868853,0,0,0
0,1,0,0,1,0,1,0,229,0.0,0.0,0,-0.7049180327868853,0,0,0
0,1,1,0,0,1,1,1,205,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,171,0.0,0.0,0,0.0,0,0,0
0,1,1,0,0,1,1,1,286,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,295,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,306,0.0,0.0,0,0.0,0,0,0
1,1,1,0,0,1,1,1,296,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,0,1,0,235,0.0,0.0,0,-0.7049180327868853,0,0,0
1,1,0,0,1,0,0,0,117,0.0,0.0,0,0.0,0,0,1
0,1,0,0,1,1,1,1,229,0.0,0.0,1,0.0,0,0,1
1,1,1,0,0,1,1,1,286,0.0,0.0,0,0.0,0,0,1
0,1,1,0,0,1,1,1,252,0.0,0.0,0,0.0,0,0,0
0,1,0,0,1,0,1,0,242,0.0,0.0,91,-0.7333333333333333,0,0,0
0,1,1,0,0,1,1,1,226,0.0,0.0,0,0.0,0,0,0
1,1,0,0,1,0,1,0,246,0.0,0.0,0,-0.7049180327868853,0,0,0
1,1,0,0,1,1,1,1,246,0.0,0.0,0,0.0,0,0,1
